hscode,year,exp62,tariff,gdp,gdppc,fta,ctyid,eu_post,eucty,hscode62,ctyname,exp61,hscode61,exp64,hscode64,exp10,hscode10,eu
61,2008,,10,12.144483,444.95014,0,2,0,0,,Afghanistan,41,1,,1,,1,0
64,2013,,2.5,19.731337,621.81808,0,2,0,0,,Afghanistan,,,407,1,,1,0
62,2008,22,15,77.874197,3578.8728,0,3,0,0,1,Angola,1,1,,1,,1,0
62,2010,18,15,82.470913,3529.0535,0,3,0,0,1,Angola,,1,,1,42,1,0
62,2011,3,15,85.702616,3538.7157,0,3,0,0,1,Angola,,1,,1,122,1,0
62,2012,24,15,90.120963,3591.0274,0,3,0,0,1,Angola,35,1,,1,110,1,0
10,2013,,6.67,96.261432,3702.5992,0,3,0,0,,Angola,,,,,230,1,0
10,2014,,30,101,3747.5684,0,3,0,0,,Angola,,,,,137,1,0
61,2007,,15,10.348294,3484.2541,0,4,0,0,,Albania,381,1,,1,,1,0
62,2007,629,5,292,48260.011,0,7,0,0,1,United Arab Emirates,2776,1,12,1,,1,0
62,2008,194,5,301,43658.945,0,7,0,0,1,United Arab Emirates,5406,1,88,1,,1,0
62,2009,111,5,285,37203.398,0,7,0,0,1,United Arab Emirates,5593,1,178,1,,1,0
62,2011,140,5,308,35550.831,0,7,0,0,1,United Arab Emirates,18695,1,1982,1,,1,0
62,2013,316,5,343,38064.004,0,7,0,0,1,United Arab Emirates,32806,1,2604,1,36,1,0
62,2014,722,5,354,39034.376,0,7,0,0,1,United Arab Emirates,40264,1,4281,1,22,1,0
62,2015,1012,5,368,40159.558,0,7,0,0,1,United Arab Emirates,50423,1,10115,1,,1,0
62,2007,3,20,393,9830.6809,0,8,0,0,1,Argentina,2728,1,8,1,,1,0
62,2008,22,20,409,10125.126,0,8,0,0,1,Argentina,5249,1,36,1,,1,0
62,2009,10,35,385,9428.5025,0,8,0,0,1,Argentina,4480,1,157,1,,1,0
62,2010,118,35,424,10276.261,0,8,0,0,1,Argentina,6176,1,210,1,,1,0
62,2011,1,35,449,10780.016,0,8,0,0,1,Argentina,10309,1,2330,1,,1,0
62,2012,4,35,444,10557.885,0,8,0,0,1,Argentina,6586,1,2128,1,,1,0
62,2013,16,35,455,10699.198,0,8,0,0,1,Argentina,7781,1,2050,1,,1,0
62,2014,25,35,444,10323.207,0,8,0,0,1,Argentina,5057,1,738,1,,1,0
62,2015,222,35,455,10490.02,0,8,0,0,1,Argentina,5786,1,870,1,,1,0
61,2014,,10,11.123101,3827.3432,0,9,0,0,,Armenia,6,1,,1,,1,0
61,2009,,20,1.2349005,13196.06,0,11,0,0,,Antigua and Barbuda,22,1,,1,,1,0
61,2013,,20,1.168633,11946.281,0,11,0,0,,Antigua and Barbuda,24,1,,1,,1,0
61,2014,,20,1.2224228,12363.315,0,11,0,0,,Antigua and Barbuda,54,1,,1,,1,0
61,2015,,20,1.2728721,12738.53,0,11,0,0,,Antigua and Barbuda,137,1,24,1,,1,0
62,2007,108,0,1060,50952.467,0,12,0,0,1,Australia,3701,1,96,1,14,1,0
62,2008,289,0,1100,51788.44,0,12,0,0,1,Australia,6494,1,311,1,,1,0
62,2009,241,0,1120,51651.223,0,12,0,0,1,Australia,11160,1,581,1,,1,0
62,2010,483,0,1140,51874.08,1,12,0,0,1,Australia,13384,1,814,1,1025,1,0
62,2011,979,0,1170,52372.155,1,12,0,0,1,Australia,22113,1,1640,1,960,1,0
62,2012,1163,0,1210,53348.389,1,12,0,0,1,Australia,23916,1,3543,1,1082,1,0
62,2013,1628,0,1240,53798.359,1,12,0,0,1,Australia,46413,1,2024,1,663,1,0
62,2014,4786,0,1280,54394.334,1,12,0,0,1,Australia,58540,1,3306,1,766,1,0
62,2015,2905,0,1310,54941.911,1,12,0,0,1,Australia,69867,1,7607,1,1490,1,0
62,2007,89,0,392,47240.528,0,13,0,1,1,Austria,6133,1,2276,1,,1,1
62,2008,35,0,398,47821.528,0,13,0,1,1,Austria,5354,1,1780,1,,1,1
62,2009,215,0,383,45884.399,0,13,0,1,1,Austria,5290,1,1948,1,,1,1
62,2010,107,0,390,46657.063,0,13,0,1,1,Austria,3682,1,3543,1,,1,1
62,2011,27,0,401,47805.777,0,13,1,1,1,Austria,5735,1,4706,1,53,1,1
62,2012,78,0,404,47943.202,0,13,1,1,1,Austria,8245,1,3974,1,257,1,1
62,2013,293,0,405,47723.19,0,13,1,1,1,Austria,11523,1,6688,1,163,1,1
62,2014,112,0,407,47681.167,0,13,1,1,1,Austria,11503,1,3776,1,460,1,1
62,2015,283,0,411,47629.618,0,13,1,1,1,Austria,10165,1,5711,1,427,1,1
62,2014,116,15,58.383103,6122.9805,0,14,0,0,1,,,1,,1,,1,0
62,2007,74,0,478,45013.074,0,16,0,1,1,Belgium,26911,1,81,1,,1,1
62,2008,77,0,482,44992.611,0,16,0,1,1,Belgium,46358,1,1199,1,,1,1
62,2009,68,0,471,43612.16,0,16,0,1,1,Belgium,36981,1,1000,1,,1,1
62,2010,159,0,484,44380.237,0,16,0,1,1,Belgium,51558,1,2070,1,441,1,1
62,2011,2074,0,492,44555.366,0,16,1,1,1,Belgium,112671,1,2729,1,3099,1,1
62,2012,2196,0,493,44293.673,0,16,1,1,1,Belgium,115529,1,3569,1,3292,1,1
62,2013,2557,0,493,44050.043,0,16,1,1,1,Belgium,123006,1,2884,1,4740,1,1
62,2014,8020,0,501,44670.37,0,16,1,1,1,Belgium,167037,1,3670,1,9188,1,1
62,2015,13964,0,508,45067.829,0,16,1,1,1,Belgium,201731,1,9647,1,11517,1,1
10,2007,,10,6.3598224,752.21521,0,17,0,0,,,,,,,54,1,0
62,2011,9,20,7.1767517,758.57752,0,17,0,0,1,,,1,,1,47,1,0
10,2014,,10,8.5756459,833.66249,0,17,0,0,,,,,,,75,1,0
64,2013,,25,139,879.58197,0,18,0,0,,,,,14,1,,1,0
64,2008,,0,52.810911,7048.4459,0,19,0,1,,,,,1,1,,1,1
64,2010,,0,50.610031,6843.2633,0,19,0,1,,,,,3,1,,1,1
10,2011,,0,51.579222,7019.178,0,19,1,1,,,,,,,2225,1,1
10,2012,,0,51.595183,7062.1371,0,19,1,1,,,,,,,298,1,1
10,2013,,0,52.039981,7162.9948,0,19,1,1,,,,,,,2037,1,1
10,2014,,0,52.731514,7299.5524,0,19,1,1,,,,,,,242,1,1
64,2015,,0.67,54.639047,7612.0249,0,19,1,1,,,,,162,1,3522,1,1
61,2007,,5,22.621865,21838.075,0,20,0,0,,Bahrain,109,1,,1,,1,0
62,2008,10,5,24.034629,21563.651,0,20,0,0,1,Bahrain,11,1,,1,,1,0
61,2010,,5,25.713271,20722.104,0,20,0,0,,Bahrain,11,1,8,1,,1,0
61,2012,,5,27.2021,20921.2,0,20,0,0,,Bahrain,16,1,1083,1,,1,0
61,2013,,5,28.675502,21799.652,0,20,0,0,,Bahrain,30,1,9,1,,1,0
64,2014,,5,29.922841,22390.683,0,20,0,0,,Bahrain,,,3,1,,1,0
61,2015,,5,30.779223,22436.208,0,20,0,0,,Bahrain,32,1,59,1,,1,0
64,2013,,25,8.2045651,21748.927,0,21,0,0,,,,,3,1,,1,0
62,2008,1,15,17.536876,4659.6028,0,22,0,0,1,Bosnia and Herzegovina,47,1,,1,,1,0
61,2010,,15,17.16428,4611.4703,0,22,0,0,,Bosnia and Herzegovina,32,1,,1,,1,0
61,2011,,15,17.320174,4695.2583,0,22,0,0,,Bosnia and Herzegovina,40,1,,1,,1,0
61,2014,,15,17.759431,4980.2079,0,22,0,0,,Bosnia and Herzegovina,29,1,,1,,1,0
61,2015,,15,18.295042,5173.9942,0,22,0,0,,Bosnia and Herzegovina,35,1,,1,,1,0
61,2011,,10,60.404676,6376.3939,0,23,0,0,,Belarus,11,1,16,1,,1,0
10,2012,,0,61.450517,6492.7413,0,23,0,0,,Belarus,,,,,543,1,0
10,2014,,0,63.149449,6665.1935,0,23,0,0,,Belarus,,,,,1056,1,0
61,2015,,14.43,60.731096,6399.7422,0,23,0,0,,Belarus,174,1,,1,12,1,0
62,2013,1,20,1.5005308,4359.7142,0,24,0,0,1,Belize,20,1,2,1,,1,0
61,2014,,20,1.561768,4440.7012,0,24,0,0,,Belize,66,1,,1,,1,0
61,2007,,10,17.20038,1821.7955,0,25,0,0,,Bolivia,27,1,,1,,1,0
61,2008,,10,18.257962,1901.8998,0,25,0,0,,Bolivia,78,1,3,1,,1,0
61,2009,,19.44,18.870882,1933.7401,0,25,0,0,,Bolivia,28,1,71,1,,1,0
61,2010,,35,19.649631,1981.1607,0,25,0,0,,Bolivia,16,1,372,1,,1,0
61,2011,,35,20.672216,2051.1523,0,25,0,0,,Bolivia,52,1,1007,1,,1,0
61,2012,,34.63,21.731104,2122.3846,0,25,0,0,,Bolivia,98,1,203,1,,1,0
62,2013,1,40,23.207952,2231.4772,0,25,0,0,1,Bolivia,37,1,96,1,,1,0
62,2014,3,40,24.475239,2317.2572,0,25,0,0,1,Bolivia,29,1,49,1,,1,0
62,2015,7,40,25.664047,2392.984,0,25,0,0,1,Bolivia,99,1,55,1,,1,0
62,2007,131,20,1960,10245.231,0,26,0,0,1,Brazil,3033,1,11,1,,1,0
62,2008,60,35,2060,10658.225,0,26,0,0,1,Brazil,5330,1,168,1,,1,0
62,2009,16,35,2050,10540.109,0,26,0,0,1,Brazil,3612,1,146,1,,1,0
62,2010,97,35,2210,11224.154,0,26,0,0,1,Brazil,4970,1,390,1,,1,0
62,2011,138,35,2300,11559.212,0,26,0,0,1,Brazil,8339,1,1495,1,,1,0
62,2012,147,35,2340,11671.183,0,26,0,0,1,Brazil,8111,1,3892,1,,1,0
62,2013,338,35,2410,11912.147,0,26,0,0,1,Brazil,10175,1,10292,1,,1,0
62,2014,402,35,2420,11866.389,0,26,0,0,1,Brazil,14587,1,5439,1,,1,0
62,2015,161,35,2330,11322.147,0,26,0,0,1,Brazil,16417,1,4066,1,,1,0
62,2010,18,0,13.707371,35268.101,0,27,0,0,1,,,1,,1,,1,0
64,2014,,0,13.715438,33313.833,0,27,0,0,,,,,26,1,3068,1,0
62,2007,6040,0,1600,48552.696,0,30,0,0,1,Canada,129601,1,169,1,60,1,0
62,2008,103980,0,1610,48510.568,0,30,0,0,1,Canada,182270,1,256,1,,1,0
62,2009,2971,0,1570,46543.792,0,30,0,0,1,Canada,189267,1,1403,1,,1,0
62,2010,4431,0,1610,47447.476,0,30,0,0,1,Canada,260273,1,3190,1,,1,0
62,2011,6949,0,1660,48456.965,0,30,0,0,1,Canada,360397,1,7468,1,,1,0
62,2012,17698,0,1690,48724.246,0,30,0,0,1,Canada,348516,1,8613,1,23,1,0
62,2013,13774,0,1740,49355.097,0,30,0,0,1,Canada,412124,1,10417,1,257,1,0
62,2014,13307,0,1780,50067.043,0,30,0,0,1,Canada,456875,1,26673,1,381,1,0
62,2015,19335,0,1800,50109.875,0,30,0,0,1,Canada,460660,1,35159,1,370,1,0
62,2007,7,0,564,74687.526,0,32,0,0,1,Switzerland,7915,1,377,1,,1,0
62,2008,58,0,577,75423.876,0,32,0,0,1,Switzerland,6635,1,528,1,,1,0
62,2009,70,0,565,72901.034,0,32,0,0,1,Switzerland,8090,1,603,1,,1,0
62,2010,8,0,581,74276.718,0,32,0,0,1,Switzerland,11056,1,908,1,,1,0
62,2011,405,0,592,74780.968,0,32,0,0,1,Switzerland,17123,1,1636,1,170,1,0
62,2012,229,0,598,74766.633,0,32,0,0,1,Switzerland,14999,1,1453,1,,1,0
62,2013,192,0,609,75227.89,0,32,0,0,1,Switzerland,17869,1,1017,1,20,1,0
62,2014,216,0,621,75799.606,0,32,0,0,1,Switzerland,17794,1,914,1,84,1,0
62,2015,406,0,626,75572.83,0,32,0,0,1,Switzerland,14941,1,2122,1,169,1,0
62,2007,19,6,203,12285.048,0,33,0,0,1,Chile,2570,1,298,1,,1,0
62,2008,84,6,210,12588.691,0,33,0,0,1,Chile,3951,1,357,1,,1,0
62,2009,4,6,206,12268.441,0,33,0,0,1,Chile,2168,1,2252,1,,1,0
62,2010,36,6,219,12860.178,0,33,0,0,1,Chile,3234,1,1975,1,,1,0
62,2011,139,6,232,13518.765,0,33,0,0,1,Chile,7595,1,4126,1,,1,0
62,2012,61,6,244,14109.143,0,33,0,0,1,Chile,6675,1,4083,1,,1,0
62,2013,108,6,254,14551.044,0,33,0,0,1,Chile,9898,1,2977,1,,1,0
62,2015,381,0,265,14907.116,0,33,0,0,1,Chile,13474,1,3996,1,,1,0
62,2007,44,10.58,4600,3487.8457,0,34,0,0,1,China,1806,1,113,1,,1,0
62,2008,467,12.41,5040,3805.0259,0,34,0,0,1,China,6725,1,98,1,,1,0
62,2009,205,12.59,5510,4142.0382,0,34,0,0,1,China,6475,1,35,1,,1,0
62,2010,1184,0,6100,4560.5125,0,34,0,0,1,China,15802,1,867,1,33,1,0
62,2011,3609,0,6680,4971.5448,0,34,0,0,1,China,39923,1,5470,1,207,1,0
62,2014,3595,0,8330,6108.2386,0,34,0,0,1,China,78547,1,9652,1,30600,1,0
62,2015,6238,0,8910,6496.6239,0,34,0,0,1,China,102964,1,15624,1,41698,1,0
61,2008,,30,22.441256,1186.9279,0,36,0,0,,Cameroon,2,1,,1,,1,0
10,2012,,0,25.729452,1220.4243,0,36,0,0,,Cameroon,,,,,102,1,0
62,2008,18,30,10.274194,2496.5026,0,37,0,0,1,"Congo, Rep.",1,1,2,1,,1,0
64,2009,,30,11.041561,2595.7472,0,37,0,0,,"Congo, Rep.",,,1,1,,1,0
64,2010,,30,12.007881,2737.3424,0,37,0,0,,"Congo, Rep.",,,2,1,,1,0
62,2011,11,30,12.418625,2751.9095,0,37,0,0,1,"Congo, Rep.",,1,,1,21,1,0
62,2007,14,20,262,5910.2924,0,39,0,0,1,Colombia,149,1,,1,,1,0
62,2008,19,20,272,6048.0945,0,39,0,0,1,Colombia,174,1,,1,,1,0
61,2009,,20,276,6078.3155,0,39,0,0,,Colombia,191,1,,1,,1,0
61,2010,,20,287,6250.655,0,39,0,0,,Colombia,94,1,,1,,1,0
62,2011,1,15,306,6592.4023,0,39,0,0,1,Colombia,200,1,93,1,,1,0
62,2012,2,15,318,6789.5255,0,39,0,0,1,Colombia,169,1,112,1,,1,0
62,2013,2,15,334,7051.0403,0,39,0,0,1,Colombia,1257,1,301,1,,1,0
62,2014,4,15,348,7291.6919,0,39,0,0,1,Colombia,2639,1,656,1,,1,0
61,2007,,15,34.265052,7841.9258,0,42,0,0,,Costa Rica,5,1,,1,,1,0
62,2008,5,15,35.858239,8095.3097,0,42,0,0,1,Costa Rica,33,1,,1,,1,0
61,2009,,14,35.510218,7911.7952,0,42,0,0,,Costa Rica,244,1,,1,,1,0
62,2010,22,14,37.268635,8199.4146,0,42,0,0,1,Costa Rica,206,1,,1,,1,0
61,2011,,14,38.873833,8449.9626,0,42,0,0,,Costa Rica,754,1,,1,,1,0
62,2012,7,14,40.73858,8753.2256,0,42,0,0,1,Costa Rica,23,1,19,1,,1,0
61,2013,,14,41.662949,8852.4011,0,42,0,0,,Costa Rica,18,1,164,1,,1,0
62,2014,38,13.89,43.186482,9077.4148,0,42,0,0,1,Costa Rica,78,1,178,1,,1,0
64,2007,,0,24.729495,32236.591,0,45,0,1,,,,,2,1,,1,1
64,2008,,0,25.685034,32651.906,0,45,0,1,,,,,35,1,,1,1
64,2011,,0,25.644357,30138.594,0,45,1,1,,,,,15,1,,1,1
64,2012,,0,24.834565,28745.539,0,45,1,1,,,,,142,1,14,1,1
10,2013,,0,23.356226,27097.307,0,45,1,1,,,,,,,41,1,1
10,2014,,0,22.998536,26977.629,0,45,1,1,,,,,,,148,1,1
64,2015,,0.67,23.384745,27587.281,0,45,1,1,,,,,318,1,214,1,1
62,2007,208,0,207,20104.77,0,46,0,1,1,Czech Republic,745,1,89,1,,1,1
62,2008,64,0,213,20479.238,0,46,0,1,1,Czech Republic,517,1,77,1,,1,1
61,2009,,0,202,19376.966,0,46,0,1,,Czech Republic,26,1,161,1,,1,1
62,2010,12,0,207,19764.016,0,46,0,1,1,Czech Republic,520,1,274,1,94,1,1
62,2011,1,0,211,20118.588,0,46,1,1,1,Czech Republic,682,1,272,1,504,1,1
62,2012,144,0,209,19929.764,0,46,1,1,1,Czech Republic,5249,1,356,1,610,1,1
62,2013,896,0,208,19826.792,0,46,1,1,1,Czech Republic,8140,1,1053,1,4924,1,1
62,2014,1967,0,214,20343.684,0,46,1,1,1,Czech Republic,12863,1,6243,1,6335,1,1
62,2015,3273,0,224,21224.631,0,46,1,1,1,Czech Republic,19872,1,17294,1,9911,1,1
62,2007,3407,0,3440,41831.867,0,47,0,1,1,Germany,151337,1,23287,1,,1,1
62,2008,2061,0,3480,42365.098,0,47,0,1,1,Germany,95438,1,23387,1,,1,1
62,2009,598,0,3280,40086.105,0,47,0,1,1,Germany,70865,1,21092,1,,1,1
62,2010,298,0,3420,41785.557,0,47,0,1,1,Germany,67546,1,27054,1,511,1,1
62,2011,1577,0,3540,44125.331,0,47,1,1,1,Germany,242476,1,38445,1,2714,1,1
62,2012,6376,0,3560,44259.26,0,47,1,1,1,Germany,302496,1,35015,1,2420,1,1
62,2013,18821,0,3580,44354.737,0,47,1,1,1,Germany,391620,1,40571,1,8031,1,1
62,2014,12255,0,3630,44874.881,0,47,1,1,1,Germany,508834,1,40267,1,8814,1,1
62,2015,34002,0,3700,45253.596,0,47,1,1,1,Germany,549257,1,57978,1,9644,1,1
62,2007,44,0,334,61174.545,0,49,0,1,1,Denmark,4396,1,214,1,,1,1
62,2008,26,0,332,60504.775,0,49,0,1,1,Denmark,1290,1,616,1,,1,1
62,2009,35,0,316,57229.052,0,49,0,1,1,Denmark,1615,1,512,1,,1,1
62,2010,8,0,322,58041.411,0,49,0,1,1,Denmark,3240,1,1192,1,34,1,1
62,2011,25,0,326,58575.619,0,49,1,1,1,Denmark,8770,1,2081,1,24,1,1
62,2012,51,0,327,58487.786,0,49,1,1,1,Denmark,14383,1,2440,1,210,1,1
62,2013,205,0,330,58788.082,0,49,1,1,1,Denmark,14882,1,2790,1,386,1,1
62,2014,225,0,336,59471.016,0,49,1,1,1,Denmark,17254,1,2763,1,485,1,1
62,2015,2273,0,341,60000.811,0,49,1,1,1,Denmark,21949,1,4690,1,1980,1,1
61,2013,,19.84,59.894034,5825.5335,0,50,0,0,,Dominican Republic,5,1,,1,,1,0
64,2015,,20,68.989329,6552.6925,0,50,0,0,,Dominican Republic,,,3,1,,1,0
61,2007,,30,150,4359.3757,0,51,0,0,,Algeria,28,1,,1,,1,0
62,2014,3,30,183,4675.885,0,51,0,0,1,Algeria,31,1,15,1,,1,0
61,2015,,30,190,4759.5952,0,51,0,0,,Algeria,51,1,29,1,,1,0
61,2008,,30,66.808367,4624.1966,0,52,0,0,,Ecuador,342,1,,1,,1,0
64,2010,,30,69.555367,4657.3024,0,52,0,0,,Ecuador,,,192,1,,1,0
61,2011,,10,75.028081,4943.4227,0,52,0,0,,Ecuador,568,1,739,1,,1,0
64,2012,,10,79.261137,5140.2629,0,52,0,0,,Ecuador,,,399,1,,1,0
62,2007,10,26.88,186,2333.4673,0,53,0,0,1,"Egypt, Arab Rep.",,1,,1,,1,0
62,2008,11,26.88,199,2456.7314,0,53,0,0,1,"Egypt, Arab Rep.",,1,,1,,1,0
61,2010,,23.75,219,2602.4795,0,53,0,0,,"Egypt, Arab Rep.",398,1,14,1,,1,0
62,2011,4,21.67,223,2593.5969,0,53,0,0,1,"Egypt, Arab Rep.",482,1,130,1,,1,0
62,2012,4,26.88,228,2593.2265,0,53,0,0,1,"Egypt, Arab Rep.",410,1,159,1,,1,0
61,2013,,28.75,233,2591.0595,0,53,0,0,,"Egypt, Arab Rep.",573,1,129,1,,1,0
62,2014,15,23.75,239,2608.3752,0,53,0,0,1,"Egypt, Arab Rep.",728,1,206,1,,1,0
61,2015,,27.5,250,2665.3516,0,53,0,0,,"Egypt, Arab Rep.",992,1,485,1,,1,0
62,2007,331,0,1470,32459.917,0,56,0,1,1,Spain,90079,1,1358,1,,1,1
62,2008,297,0,1480,32302.694,0,56,0,1,1,Spain,117265,1,1123,1,,1,1
62,2009,433,0,1430,30873.583,0,56,0,1,1,Spain,100851,1,2146,1,,1,1
62,2010,1482,0,1430,30736.002,0,56,0,1,1,Spain,89453,1,4230,1,51,1,1
62,2011,1829,0,1420,30320.685,0,56,1,1,1,Spain,126192,1,6474,1,729,1,1
62,2012,4482,0,1380,29413.243,0,56,1,1,1,Spain,129527,1,6231,1,187,1,1
62,2013,5416,0,1350,29006.373,0,56,1,1,1,Spain,165856,1,6904,1,6056,1,1
62,2014,7809,0,1370,29494.413,0,56,1,1,1,Spain,194823,1,9667,1,5432,1,1
62,2015,9581,0,1410,30461.362,0,56,1,1,1,Spain,240309,1,10243,1,5060,1,1
64,2010,,0,19.490936,14638.605,0,57,0,1,,,,,2,1,70,1,1
64,2011,,0,20.971721,15798.633,0,57,1,1,,,,,2,1,204,1,1
10,2012,,0,21.875028,16538.213,0,57,1,1,,,,,,,110,1,1
64,2013,,0,22.184606,16832.061,0,57,1,1,,,,,2,1,383,1,1
64,2014,,0.76,22.810857,17352.663,0,57,1,1,,,,,89,1,266,1,1
64,2015,,0.67,23.140295,17591.738,0,57,1,1,,,,,41,1,341,1,1
61,2009,,35,26.595866,311.36774,0,58,0,0,,Ethiopia(excludes Eritrea),27,1,,1,,1,0
64,2007,,0,260,49239.194,0,59,0,1,,Finland,,,126,1,,1,1
61,2008,,0,262,49363.697,0,59,0,1,,Finland,37,1,242,1,,1,1
61,2009,,0,241,45065.753,0,59,0,1,,Finland,77,1,123,1,,1,1
62,2010,1,0,248,46202.415,0,59,0,1,1,Finland,74,1,82,1,,1,1
62,2011,2,0,254,47171.022,0,59,1,1,1,Finland,211,1,127,1,,1,1
62,2012,55,0,251,46277.556,0,59,1,1,1,Finland,197,1,14,1,,1,1
62,2013,229,0,249,45715.647,0,59,1,1,1,Finland,917,1,248,1,,1,1
62,2014,75,0,247,45239.369,0,59,1,1,1,Finland,1566,1,205,1,197,1,1
62,2015,197,0,248,45211.696,0,59,1,1,1,Finland,1554,1,1474,1,257,1,1
62,2007,1154,0,2670,41696.691,0,62,0,1,1,France,30709,1,3849,1,,1,1
62,2008,2867,0,2670,41545.293,0,62,0,1,1,France,23626,1,5399,1,,1,1
62,2009,1726,0,2600,40116.38,0,62,0,1,1,France,23399,1,4096,1,,1,1
62,2010,2006,0,2650,40703.343,0,62,0,1,1,France,21895,1,7715,1,21506,1,1
62,2011,3227,0,2700,41349.191,0,62,1,1,1,France,39422,1,17756,1,29034,1,1
62,2012,4119,0,2710,41224.729,0,62,1,1,1,France,55794,1,16380,1,35450,1,1
62,2013,6580,0,2720,41249.451,0,62,1,1,1,France,70969,1,21874,1,41573,1,1
62,2014,20233,0,2750,41431.04,0,62,1,1,1,France,107751,1,26418,1,47202,1,1
62,2015,25547,0,2780,41689.708,0,62,1,1,1,France,162252,1,48644,1,51135,1,1
64,2011,,30,15.37686,9060.6627,0,64,0,0,,,,,20,1,,1,0
10,2012,,0,16.18431,9212.2916,0,64,0,0,,,,,,,6637,1,0
10,2013,,0,17.096849,9407.9798,0,64,0,0,,,,,,,13410,1,0
62,2007,2912,0,2510,40891.894,0,65,0,1,1,United Kingdom,113609,1,16729,1,,1,1
62,2008,4980,0,2490,40316.859,0,65,0,1,1,United Kingdom,122344,1,18275,1,,1,1
62,2009,1846,0,2380,38281.396,0,65,0,1,1,United Kingdom,141930,1,26909,1,,1,1
62,2010,4155,0,2430,38709.912,0,65,0,1,1,United Kingdom,161521,1,42045,1,341,1,1
62,2011,5107,0,2470,38988.113,0,65,1,1,1,United Kingdom,289244,1,48422,1,2358,1,1
62,2012,36956,0,2500,39226.336,0,65,1,1,1,United Kingdom,337028,1,54965,1,4469,1,1
62,2013,32124,0,2550,39709.224,0,65,1,1,1,United Kingdom,488849,1,62951,1,5620,1,1
62,2014,24565,0,2620,40621.313,0,65,1,1,1,United Kingdom,630239,1,82411,1,6700,1,1
62,2015,33933,0,2680,41183.934,0,65,1,1,1,United Kingdom,680526,1,97852,1,9932,1,1
64,2007,,0,11.111823,2722.1515,0,66,0,0,,,,,1,1,,1,0
64,2012,,0,13.271494,3469.6717,0,66,0,0,,,,,1,1,,1,0
64,2015,,0,14.768854,3973.2193,0,66,0,0,,,,,2,1,,1,0
10,2013,,20,43.036444,1633.494,0,67,0,0,,,,,,,1213,1,0
64,2007,,0,332,30054.889,0,72,0,1,,,,,644,1,,1,1
64,2008,,0,331,29874.743,0,72,0,1,,,,,1119,1,,1,1
64,2009,,0,317,28514.81,0,72,0,1,,,,,1173,1,,1,1
64,2010,,0,299,26917.759,0,72,0,1,,,,,800,1,,1,1
64,2011,,0,272,24495.711,0,72,1,1,,,,,1299,1,144,1,1
64,2012,,0,252,22830.527,0,72,1,1,,,,,925,1,54,1,1
64,2013,,0,244,22251.257,0,72,1,1,,,,,1921,1,1201,1,1
64,2014,,0.76,245,22479.009,0,72,1,1,,,,,2460,1,259,1,1
64,2015,,0.67,244,22578.015,0,72,1,1,,,,,3249,1,4483,1,1
61,2008,,15,39.975176,2854.072,0,74,0,0,,Guatemala,232,1,,1,,1,0
61,2009,,15,40.185316,2806.9804,0,74,0,0,,Guatemala,16,1,,1,,1,0
61,2013,,15,45.977204,2947.9721,0,74,0,0,,Guatemala,24,1,,1,,1,0
62,2007,96,0,215,31081.573,0,76,0,0,1,"Hong Kong, China",4317,1,117,1,,1,0
62,2008,44,0,220,31553.637,0,76,0,0,1,"Hong Kong, China",4772,1,350,1,59,1,0
62,2009,54,0,214,30711.495,0,76,0,0,1,"Hong Kong, China",5962,1,830,1,,1,0
62,2010,322,0,229,32549.998,0,76,0,0,1,"Hong Kong, China",9261,1,1093,1,58,1,0
62,2011,677,0,240,33888.486,0,76,0,0,1,"Hong Kong, China",15487,1,2604,1,604,1,0
62,2012,2105,0,244,34064.869,0,76,0,0,1,"Hong Kong, China",20474,1,3011,1,580,1,0
62,2013,3925,0,251,34960.649,0,76,0,0,1,"Hong Kong, China",32438,1,2949,1,899,1,0
62,2014,4738,0,258,35657.516,0,76,0,0,1,"Hong Kong, China",37906,1,3539,1,1103,1,0
62,2015,4726,0,264,36191.415,0,76,0,0,1,"Hong Kong, China",47769,1,5985,1,3050,1,0
62,2008,38,15,15.650168,1987.9141,0,77,0,0,1,,,1,,1,,1,0
61,2007,,0,64.218535,14476.676,0,78,0,1,,Croatia,8,1,,1,,1,1
62,2008,1,0,65.537176,14778.906,0,78,0,1,1,Croatia,7,1,2,1,,1,1
62,2010,1,0,59.665427,13505.746,0,78,0,1,1,Croatia,129,1,,1,,1,1
62,2011,3,0,59.497611,13899.291,0,78,1,1,1,Croatia,1750,1,,1,,1,1
61,2012,,0,58.196143,13636.872,0,78,1,1,,Croatia,2676,1,51,1,,1,1
61,2013,,0,57.576982,13529.415,0,78,1,1,,Croatia,2777,1,3,1,616,1,1
62,2014,10,0,57.293843,13517.835,0,78,1,1,1,Croatia,3050,1,,1,373,1,1
62,2015,23,0,58.234288,13853.419,0,78,1,1,1,Croatia,2680,1,127,1,1381,1,1
61,2007,,0,6.7413181,705.38834,0,79,0,0,,Haiti,34,1,,1,,1,0
64,2007,,0,137,13648.642,0,80,0,1,,,,,30,1,,1,1
64,2008,,0,138,13794.138,0,80,0,1,,,,,19,1,,1,1
64,2009,,0,129,12908.723,0,80,0,1,,,,,3,1,,1,1
10,2010,,0,130,13025.534,0,80,0,1,,,,,,,150,1,1
10,2011,,0,133,13289.707,0,80,1,1,,,,,,,307,1,1
10,2012,,0,130,13144.446,0,80,1,1,,,,,,,157,1,1
64,2013,,0,133,13459.746,0,80,1,1,,,,,18,1,1011,1,1
